break_slug,break_type,event_country,event_round,event_year,heat_number,heat_round_number,month,tour_gender,tour_year,wave_dir,surfer_age,surfer_avg_heat_total_break,surfer_avg_heat_total_bt,surfer_avg_heat_total_event,surfer_avg_heat_total_wd,surfer_avg_heat_total_ws,surfer_avg_ht,surfer_comp_hc,surfer_count_2,surfer_count_3,surfer_country,surfer_event_count,surfer_frontside,surfer_gender,surfer_heat_count,surfer_heat_count_break,surfer_heat_count_bt,surfer_heat_count_event,surfer_heat_count_wd,surfer_heat_count_ws,surfer_heat_losses,surfer_heat_win_break,surfer_heat_win_bt,surfer_heat_win_event,surfer_heat_win_wd,surfer_heat_win_ws,surfer_heat_wins,surfer_matchup_count,surfer_matchup_wins,surfer_points,surfer_prev_10_heat_place,surfer_prev_3_event_points,surfer_prev_5_event_points,surfer_prev_event_place,surfer_prev_event_points,surfer_prev_year_place,surfer_replace,surfer_stance,surfer_win_rate,surfer_won,op1_age,op1_avg_heat_total_break,op1_avg_heat_total_bt,op1_avg_heat_total_event,op1_avg_heat_total_wd,op1_avg_heat_total_ws,op1_avg_ht,op1_comp_hc,op1_country,op1_event_count,op1_frontside,op1_gender,op1_heat_count,op1_heat_count_break,op1_heat_count_bt,op1_heat_count_event,op1_heat_count_wd,op1_heat_count_ws,op1_heat_losses,op1_heat_win_break,op1_heat_win_bt,op1_heat_win_event,op1_heat_win_wd,op1_heat_win_ws,op1_heat_wins,op1_points,op1_prev_10_heat_place,op1_prev_3_event_points,op1_prev_5_event_points,op1_prev_event_place,op1_prev_event_points,op1_prev_year_place,op1_replace,op1_stance,op1_win_rate,op2_age,op2_avg_heat_total_break,op2_avg_heat_total_bt,op2_avg_heat_total_event,op2_avg_heat_total_wd,op2_avg_heat_total_ws,op2_avg_ht,op2_comp_hc,op2_country,op2_event_count,op2_frontside,op2_gender,op2_heat_count,op2_heat_count_break,op2_heat_count_bt,op2_heat_count_event,op2_heat_count_wd,op2_heat_count_ws,op2_heat_losses,op2_heat_win_break,op2_heat_win_bt,op2_heat_win_event,op2_heat_win_wd,op2_heat_win_ws,op2_heat_wins,op2_points,op2_prev_10_heat_place,op2_prev_3_event_points,op2_prev_5_event_points,op2_prev_event_place,op2_prev_event_points,op2_prev_year_place,op2_replace,op2_stance,op2_win_rate
g-land,REEFBREAK,indonesia,6,2022,4,1,5,FEMALE,2022,LEFT,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,False,True,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,,,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333,0,28.0,13.4386246418338,13.1722,,12.018125,12.53655172413793,13.4386246418338,0,australia,92.0,0,FEMALE,349.0,350.0,101.0,,16.0,29.0,135.0,214.0,64.0,,5.0,19.0,214.0,26050.0,6.0,17355.0,26050.0,9.0,2610.0,6.0,False,REGULAR,0.6131805157593123,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535
g-land,REEFBREAK,indonesia,6,2022,4,1,5,FEMALE,2022,LEFT,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,False,True,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,,,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,1,28.0,13.4386246418338,13.1722,,12.018125,12.53655172413793,13.4386246418338,0,australia,92.0,0,FEMALE,349.0,350.0,101.0,,16.0,29.0,135.0,214.0,64.0,,5.0,19.0,214.0,26050.0,6.0,17355.0,26050.0,9.0,2610.0,6.0,False,REGULAR,0.6131805157593123,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333
g-land,REEFBREAK,indonesia,6,2022,4,1,5,FEMALE,2022,LEFT,28.0,13.4386246418338,13.1722,,12.018125,12.53655172413793,13.4386246418338,0,False,True,australia,92.0,0,FEMALE,349.0,350.0,101.0,,16.0,29.0,135.0,214.0,64.0,,5.0,19.0,214.0,,,26050.0,6.0,17355.0,26050.0,9.0,2610.0,6.0,False,REGULAR,0.6131805157593123,0,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333
g-land,REEFBREAK,indonesia,6,2022,2,2,5,FEMALE,2022,LEFT,30.0,13.35198795180723,12.83780821917808,,12.32416666666666,12.2192,13.35198795180723,0,True,False,united-states,90.0,0,FEMALE,332.0,334.0,74.0,,12.0,25.0,145.0,187.0,40.0,,9.0,11.0,187.0,7.0,4.0,20570.0,5.0,16915.0,20570.0,3.0,6085.0,9.0,False,REGULAR,0.5632530120481928,0,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,2,2,5,FEMALE,2022,LEFT,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,True,False,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,7.0,3.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,1,30.0,13.35198795180723,12.83780821917808,,12.32416666666666,12.2192,13.35198795180723,0,united-states,90.0,0,FEMALE,332.0,334.0,74.0,,12.0,25.0,145.0,187.0,40.0,,9.0,11.0,187.0,20570.0,5.0,16915.0,20570.0,3.0,6085.0,9.0,False,REGULAR,0.5632530120481928,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,2,1,5,FEMALE,2022,LEFT,23.0,10.56231884057971,10.97361111111111,,,10.63083333333333,10.56231884057971,0,False,True,costa-rica,25.0,0,FEMALE,69.0,69.0,36.0,,,24.0,45.0,24.0,17.0,,,6.0,24.0,,,28185.0,2.0,13440.0,28185.0,5.0,4745.0,15.0,False,REGULAR,0.3478260869565217,1,29.0,12.22841085271317,11.935,,13.70434782608696,11.80093023255814,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,43.0,147.0,111.0,37.0,,14.0,19.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,28.0,10.3190243902439,10.22391304347826,,10.195,10.33675675675676,10.3190243902439,0,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,37.0,100.0,23.0,12.0,,,6.0,23.0,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991
g-land,REEFBREAK,indonesia,6,2022,2,1,5,FEMALE,2022,LEFT,28.0,10.3190243902439,10.22391304347826,,10.195,10.33675675675676,10.3190243902439,0,False,True,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,37.0,100.0,23.0,12.0,,,6.0,23.0,,,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991,0,29.0,12.22841085271317,11.935,,13.70434782608696,11.80093023255814,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,43.0,147.0,111.0,37.0,,14.0,19.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,23.0,10.56231884057971,10.97361111111111,,,10.63083333333333,10.56231884057971,0,costa-rica,25.0,0,FEMALE,69.0,69.0,36.0,,,24.0,45.0,24.0,17.0,,,6.0,24.0,28185.0,2.0,13440.0,28185.0,5.0,4745.0,15.0,False,REGULAR,0.3478260869565217
g-land,REEFBREAK,indonesia,6,2022,2,1,5,FEMALE,2022,LEFT,29.0,12.22841085271317,11.935,,13.70434782608696,11.80093023255814,12.22841085271317,0,False,True,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,43.0,147.0,111.0,37.0,,14.0,19.0,111.0,,,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,0,28.0,10.3190243902439,10.22391304347826,,10.195,10.33675675675676,10.3190243902439,0,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,37.0,100.0,23.0,12.0,,,6.0,23.0,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991,23.0,10.56231884057971,10.97361111111111,,,10.63083333333333,10.56231884057971,0,costa-rica,25.0,0,FEMALE,69.0,69.0,36.0,,,24.0,45.0,24.0,17.0,,,6.0,24.0,28185.0,2.0,13440.0,28185.0,5.0,4745.0,15.0,False,REGULAR,0.3478260869565217
g-land,REEFBREAK,indonesia,6,2022,4,2,5,FEMALE,2022,LEFT,20.0,10.781,10.67714285714286,,,9.695,10.781,0,True,False,hawaii,6.0,0,FEMALE,20.0,20.0,14.0,,,6.0,12.0,8.0,6.0,,,2.0,8.0,0.0,0.0,21715.0,3.0,13020.0,21715.0,2.0,7800.0,20.0,False,REGULAR,0.4,0,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,4,2,5,FEMALE,2022,LEFT,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,True,False,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,0.0,0.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333,1,20.0,10.781,10.67714285714286,,,9.695,10.781,0,hawaii,6.0,0,FEMALE,20.0,20.0,14.0,,,6.0,12.0,8.0,6.0,,,2.0,8.0,21715.0,3.0,13020.0,21715.0,2.0,7800.0,20.0,False,REGULAR,0.4,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,4,3,5,FEMALE,2022,LEFT,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,True,False,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,5.0,1.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,1,34.0,13.45902374670185,12.46488888888889,,12.13916666666667,12.81326530612245,13.45902374670185,0,australia,103.0,0,FEMALE,379.0,380.0,91.0,,12.0,49.0,144.0,235.0,53.0,,6.0,36.0,235.0,19230.0,4.0,15575.0,18185.0,5.0,4745.0,5.0,False,REGULAR,0.6200527704485488,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,4,3,5,FEMALE,2022,LEFT,34.0,13.45902374670185,12.46488888888889,,12.13916666666667,12.81326530612245,13.45902374670185,0,True,False,australia,103.0,0,FEMALE,379.0,380.0,91.0,,12.0,49.0,144.0,235.0,53.0,,6.0,36.0,235.0,5.0,4.0,19230.0,4.0,15575.0,18185.0,5.0,4745.0,5.0,False,REGULAR,0.6200527704485488,0,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,3,2,5,FEMALE,2022,LEFT,25.0,11.08860465116279,11.0852380952381,,,11.11,11.08860465116279,0,True,False,australia,15.0,0,FEMALE,43.0,43.0,21.0,,,11.0,24.0,19.0,10.0,,,5.0,19.0,0.0,0.0,22575.0,5.0,15220.0,22575.0,1.0,10000.0,8.0,False,REGULAR,0.4418604651162791,0,32.0,13.71938118811881,13.3897,,14.64421052631579,11.57651162790698,13.71938118811881,0,australia,103.0,0,FEMALE,404.0,404.0,100.0,,19.0,43.0,148.0,256.0,63.0,,15.0,24.0,256.0,15185.0,5.0,9965.0,15185.0,9.0,2610.0,3.0,True,REGULAR,0.6336633663366337,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,3,2,5,FEMALE,2022,LEFT,32.0,13.71938118811881,13.3897,,14.64421052631579,11.57651162790698,13.71938118811881,0,True,False,australia,103.0,0,FEMALE,404.0,404.0,100.0,,19.0,43.0,148.0,256.0,63.0,,15.0,24.0,256.0,0.0,0.0,15185.0,5.0,9965.0,15185.0,9.0,2610.0,3.0,True,REGULAR,0.6336633663366337,1,25.0,11.08860465116279,11.0852380952381,,,11.11,11.08860465116279,0,australia,15.0,0,FEMALE,43.0,43.0,21.0,,,11.0,24.0,19.0,10.0,,,5.0,19.0,22575.0,5.0,15220.0,22575.0,1.0,10000.0,8.0,False,REGULAR,0.4418604651162791,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,2,4,5,FEMALE,2022,LEFT,28.0,10.3190243902439,10.22391304347826,,10.195,10.38107142857143,10.3190243902439,0,True,False,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,28.0,100.0,23.0,12.0,,,7.0,23.0,2.0,1.0,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991,0,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,2,4,5,FEMALE,2022,LEFT,29.0,12.22841085271317,11.935,,13.70434782608696,11.7485,12.22841085271317,0,True,False,france,74.0,0,FEMALE,258.0,258.0,86.0,,23.0,40.0,147.0,111.0,37.0,,14.0,18.0,111.0,2.0,1.0,23725.0,5.0,14235.0,23725.0,5.0,4745.0,4.0,False,REGULAR,0.4302325581395348,1,28.0,10.3190243902439,10.22391304347826,,10.195,10.38107142857143,10.3190243902439,0,australia,48.0,1,FEMALE,123.0,123.0,46.0,,4.0,28.0,100.0,23.0,12.0,,,7.0,23.0,14485.0,1.0,13440.0,17095.0,3.0,6085.0,11.0,False,GOOFY,0.1869918699186991,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,3,1,5,FEMALE,2022,LEFT,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.43160714285714,14.15369767441861,0,False,True,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,56.0,131.0,299.0,75.0,,9.0,38.0,299.0,,,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023,1,32.0,13.71938118811881,13.3897,,14.64421052631579,12.73666666666666,13.71938118811881,0,australia,103.0,0,FEMALE,404.0,404.0,100.0,,19.0,48.0,148.0,256.0,63.0,,15.0,27.0,256.0,15185.0,5.0,9965.0,15185.0,9.0,2610.0,3.0,True,REGULAR,0.6336633663366337,20.0,10.781,10.67714285714286,,,9.21,10.781,0,hawaii,6.0,0,FEMALE,20.0,20.0,14.0,,,3.0,12.0,8.0,6.0,,,1.0,8.0,21715.0,3.0,13020.0,21715.0,2.0,7800.0,20.0,False,REGULAR,0.4
g-land,REEFBREAK,indonesia,6,2022,3,1,5,FEMALE,2022,LEFT,20.0,10.781,10.67714285714286,,,9.21,10.781,0,False,True,hawaii,6.0,0,FEMALE,20.0,20.0,14.0,,,3.0,12.0,8.0,6.0,,,1.0,8.0,,,21715.0,3.0,13020.0,21715.0,2.0,7800.0,20.0,False,REGULAR,0.4,0,32.0,13.71938118811881,13.3897,,14.64421052631579,12.73666666666666,13.71938118811881,0,australia,103.0,0,FEMALE,404.0,404.0,100.0,,19.0,48.0,148.0,256.0,63.0,,15.0,27.0,256.0,15185.0,5.0,9965.0,15185.0,9.0,2610.0,3.0,True,REGULAR,0.6336633663366337,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.43160714285714,14.15369767441861,0,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,56.0,131.0,299.0,75.0,,9.0,38.0,299.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023
g-land,REEFBREAK,indonesia,6,2022,3,1,5,FEMALE,2022,LEFT,32.0,13.71938118811881,13.3897,,14.64421052631579,12.73666666666666,13.71938118811881,0,False,True,australia,103.0,0,FEMALE,404.0,404.0,100.0,,19.0,48.0,148.0,256.0,63.0,,15.0,27.0,256.0,,,15185.0,5.0,9965.0,15185.0,9.0,2610.0,3.0,True,REGULAR,0.6336633663366337,0,20.0,10.781,10.67714285714286,,,9.21,10.781,0,hawaii,6.0,0,FEMALE,20.0,20.0,14.0,,,3.0,12.0,8.0,6.0,,,1.0,8.0,21715.0,3.0,13020.0,21715.0,2.0,7800.0,20.0,False,REGULAR,0.4,30.0,14.15369767441861,14.22383177570093,,14.93066666666667,13.43160714285714,14.15369767441861,0,hawaii,103.0,0,FEMALE,430.0,430.0,107.0,,15.0,56.0,131.0,299.0,75.0,,9.0,38.0,299.0,26905.0,6.0,16495.0,26905.0,9.0,2610.0,1.0,False,REGULAR,0.6953488372093023
g-land,REEFBREAK,indonesia,6,2022,2,3,5,FEMALE,2022,LEFT,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,True,False,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,10.0,6.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333,0,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
g-land,REEFBREAK,indonesia,6,2022,2,3,5,FEMALE,2022,LEFT,26.0,12.28539419087137,11.92070588235294,,12.35578947368421,12.49553191489362,12.28539419087137,0,True,False,brazil,66.0,1,FEMALE,241.0,242.0,85.0,,19.0,48.0,127.0,114.0,41.0,,8.0,25.0,114.0,10.0,4.0,20440.0,6.0,15220.0,20440.0,9.0,2610.0,2.0,False,GOOFY,0.4730290456431535,1,28.0,12.74206666666667,11.31611111111111,,10.27636363636364,12.03885714285715,12.74206666666667,0,united-states,88.0,0,FEMALE,300.0,300.0,72.0,,11.0,35.0,155.0,145.0,29.0,,4.0,21.0,145.0,21715.0,3.0,13020.0,21715.0,9.0,2610.0,18.0,False,REGULAR,0.4833333333333333,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,2,2,2,FEMALE,2022,RIGHT,28.0,10.31495495495495,10.338,,11.02875,11.056,10.31495495495495,0,False,True,australia,44.0,0,FEMALE,111.0,111.0,40.0,,48.0,5.0,91.0,20.0,10.0,,11.0,1.0,20.0,,,,1.0,11305.0,18660.0,9.0,2610.0,11.0,False,GOOFY,0.1801801801801801,0,25.0,11.01193548387096,11.06692307692308,,11.34636363636364,10.75,11.01193548387096,0,australia,11.0,1,FEMALE,31.0,31.0,13.0,,11.0,2.0,18.0,13.0,6.0,,3.0,1.0,13.0,4745.0,4.0,12100.0,21590.0,5.0,4745.0,8.0,False,REGULAR,0.4193548387096774,20.0,6.467499999999999,5.043333333333333,,,5.03,6.467499999999999,1,hawaii,2.0,1,FEMALE,4.0,4.0,3.0,,,1.0,4.0,,,,,,,2610.0,,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,
sunset-beach,REEFBREAK,hawaii,2,2022,2,2,2,FEMALE,2022,RIGHT,20.0,6.467499999999999,5.043333333333333,,,5.03,6.467499999999999,1,False,True,hawaii,2.0,1,FEMALE,4.0,4.0,3.0,,,1.0,4.0,,,,,,,,,2610.0,,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,,1,25.0,11.01193548387096,11.06692307692308,,11.34636363636364,10.75,11.01193548387096,0,australia,11.0,1,FEMALE,31.0,31.0,13.0,,11.0,2.0,18.0,13.0,6.0,,3.0,1.0,13.0,4745.0,4.0,12100.0,21590.0,5.0,4745.0,8.0,False,REGULAR,0.4193548387096774,28.0,10.31495495495495,10.338,,11.02875,11.056,10.31495495495495,0,australia,44.0,0,FEMALE,111.0,111.0,40.0,,48.0,5.0,91.0,20.0,10.0,,11.0,1.0,20.0,,1.0,11305.0,18660.0,9.0,2610.0,11.0,False,GOOFY,0.1801801801801801
sunset-beach,REEFBREAK,hawaii,2,2022,2,2,2,FEMALE,2022,RIGHT,25.0,11.01193548387096,11.06692307692308,,11.34636363636364,10.75,11.01193548387096,0,False,True,australia,11.0,1,FEMALE,31.0,31.0,13.0,,11.0,2.0,18.0,13.0,6.0,,3.0,1.0,13.0,,,4745.0,4.0,12100.0,21590.0,5.0,4745.0,8.0,False,REGULAR,0.4193548387096774,0,20.0,6.467499999999999,5.043333333333333,,,5.03,6.467499999999999,1,hawaii,2.0,1,FEMALE,4.0,4.0,3.0,,,1.0,4.0,,,,,,,2610.0,,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,,28.0,10.31495495495495,10.338,,11.02875,11.056,10.31495495495495,0,australia,44.0,0,FEMALE,111.0,111.0,40.0,,48.0,5.0,91.0,20.0,10.0,,11.0,1.0,20.0,,1.0,11305.0,18660.0,9.0,2610.0,11.0,False,GOOFY,0.1801801801801801
sunset-beach,REEFBREAK,hawaii,2,2022,4,1,2,FEMALE,2022,RIGHT,23.0,10.16036363636364,10.46928571428572,,10.70555555555556,7.875,10.16036363636364,0,False,True,costa-rica,21.0,1,FEMALE,55.0,55.0,28.0,,27.0,4.0,40.0,15.0,10.0,,9.0,2.0,15.0,,,4745.0,2.0,9965.0,13620.0,5.0,4745.0,15.0,False,REGULAR,0.2727272727272727,1,18.0,3.266666666666667,3.266666666666667,,,2.2,3.266666666666667,0,brazil,1.0,1,FEMALE,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,2610.0,1.0,2610.0,2610.0,9.0,2610.0,,False,REGULAR,0.3333333333333333,32.0,13.74058375634518,13.426875,12.3375,13.92463414634147,13.08666666666667,13.74058375634518,0,australia,99.0,1,FEMALE,394.0,394.0,96.0,4.0,123.0,3.0,142.0,252.0,62.0,2.0,75.0,2.0,252.0,2610.0,5.0,8695.0,24780.0,9.0,2610.0,3.0,False,REGULAR,0.6395939086294417
