break_slug,break_type,event_country,event_round,event_year,heat_number,heat_round_number,month,tour_gender,tour_year,wave_dir,surfer_age,surfer_avg_heat_total_break,surfer_avg_heat_total_bt,surfer_avg_heat_total_event,surfer_avg_heat_total_wd,surfer_avg_heat_total_ws,surfer_avg_ht,surfer_comp_hc,surfer_count_2,surfer_count_3,surfer_country,surfer_event_count,surfer_frontside,surfer_gender,surfer_heat_count,surfer_heat_count_break,surfer_heat_count_bt,surfer_heat_count_event,surfer_heat_count_wd,surfer_heat_count_ws,surfer_heat_losses,surfer_heat_win_break,surfer_heat_win_bt,surfer_heat_win_event,surfer_heat_win_wd,surfer_heat_win_ws,surfer_heat_wins,surfer_matchup_count,surfer_matchup_wins,surfer_points,surfer_prev_10_heat_place,surfer_prev_3_event_points,surfer_prev_5_event_points,surfer_prev_event_place,surfer_prev_event_points,surfer_prev_year_place,surfer_replace,surfer_stance,surfer_win_rate,surfer_won,op1_age,op1_avg_heat_total_break,op1_avg_heat_total_bt,op1_avg_heat_total_event,op1_avg_heat_total_wd,op1_avg_heat_total_ws,op1_avg_ht,op1_comp_hc,op1_country,op1_event_count,op1_frontside,op1_gender,op1_heat_count,op1_heat_count_break,op1_heat_count_bt,op1_heat_count_event,op1_heat_count_wd,op1_heat_count_ws,op1_heat_losses,op1_heat_win_break,op1_heat_win_bt,op1_heat_win_event,op1_heat_win_wd,op1_heat_win_ws,op1_heat_wins,op1_points,op1_prev_10_heat_place,op1_prev_3_event_points,op1_prev_5_event_points,op1_prev_event_place,op1_prev_event_points,op1_prev_year_place,op1_replace,op1_stance,op1_win_rate,op2_age,op2_avg_heat_total_break,op2_avg_heat_total_bt,op2_avg_heat_total_event,op2_avg_heat_total_wd,op2_avg_heat_total_ws,op2_avg_ht,op2_comp_hc,op2_country,op2_event_count,op2_frontside,op2_gender,op2_heat_count,op2_heat_count_break,op2_heat_count_bt,op2_heat_count_event,op2_heat_count_wd,op2_heat_count_ws,op2_heat_losses,op2_heat_win_break,op2_heat_win_bt,op2_heat_win_event,op2_heat_win_wd,op2_heat_win_ws,op2_heat_wins,op2_points,op2_prev_10_heat_place,op2_prev_3_event_points,op2_prev_5_event_points,op2_prev_event_place,op2_prev_event_points,op2_prev_year_place,op2_replace,op2_stance,op2_win_rate
sunset-beach,REEFBREAK,hawaii,2,2022,4,1,2,FEMALE,2022,RIGHT,18.0,3.266666666666667,3.266666666666667,,,2.2,3.266666666666667,0,False,True,brazil,1.0,1,FEMALE,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,2610.0,1.0,2610.0,2610.0,9.0,2610.0,,False,REGULAR,0.3333333333333333,0,23.0,10.16036363636364,10.46928571428572,,10.70555555555556,7.875,10.16036363636364,0,costa-rica,21.0,1,FEMALE,55.0,55.0,28.0,,27.0,4.0,40.0,15.0,10.0,,9.0,2.0,15.0,4745.0,2.0,9965.0,13620.0,5.0,4745.0,15.0,False,REGULAR,0.2727272727272727,32.0,13.74058375634518,13.426875,12.3375,13.92463414634147,13.08666666666667,13.74058375634518,0,australia,99.0,1,FEMALE,394.0,394.0,96.0,4.0,123.0,3.0,142.0,252.0,62.0,2.0,75.0,2.0,252.0,2610.0,5.0,8695.0,24780.0,9.0,2610.0,3.0,False,REGULAR,0.6395939086294417
sunset-beach,REEFBREAK,hawaii,2,2022,4,1,2,FEMALE,2022,RIGHT,32.0,13.74058375634518,13.426875,12.3375,13.92463414634147,13.08666666666667,13.74058375634518,0,False,True,australia,99.0,1,FEMALE,394.0,394.0,96.0,4.0,123.0,3.0,142.0,252.0,62.0,2.0,75.0,2.0,252.0,,,2610.0,5.0,8695.0,24780.0,9.0,2610.0,3.0,False,REGULAR,0.6395939086294417,0,23.0,10.16036363636364,10.46928571428572,,10.70555555555556,7.875,10.16036363636364,0,costa-rica,21.0,1,FEMALE,55.0,55.0,28.0,,27.0,4.0,40.0,15.0,10.0,,9.0,2.0,15.0,4745.0,2.0,9965.0,13620.0,5.0,4745.0,15.0,False,REGULAR,0.2727272727272727,18.0,3.266666666666667,3.266666666666667,,,2.2,3.266666666666667,0,brazil,1.0,1,FEMALE,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,2610.0,1.0,2610.0,2610.0,9.0,2610.0,,False,REGULAR,0.3333333333333333
sunset-beach,REEFBREAK,hawaii,2,2022,3,1,2,FEMALE,2022,RIGHT,17.0,9.6625,9.6625,,12.08,7.03,9.6625,1,False,True,hawaii,2.0,1,FEMALE,4.0,4.0,4.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,,,2610.0,1.0,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,0.25,1,23.0,11.644,11.644,,,12.6125,11.644,1,hawaii,1.0,0,FEMALE,5.0,5.0,5.0,,,4.0,,5.0,5.0,,,4.0,5.0,10000.0,5.0,10000.0,10000.0,1.0,10000.0,,False,GOOFY,1.0,30.0,14.19976019184653,14.34126213592233,13.31,14.68791044776119,11.84888888888889,14.19976019184653,1,hawaii,99.0,1,FEMALE,417.0,417.0,103.0,3.0,134.0,9.0,124.0,293.0,75.0,2.0,97.0,6.0,293.0,7800.0,6.0,13885.0,27770.0,2.0,7800.0,1.0,False,REGULAR,0.7026378896882494
sunset-beach,REEFBREAK,hawaii,2,2022,3,1,2,FEMALE,2022,RIGHT,30.0,14.19976019184653,14.34126213592233,13.31,14.68791044776119,11.84888888888889,14.19976019184653,1,False,True,hawaii,99.0,1,FEMALE,417.0,417.0,103.0,3.0,134.0,9.0,124.0,293.0,75.0,2.0,97.0,6.0,293.0,,,7800.0,6.0,13885.0,27770.0,2.0,7800.0,1.0,False,REGULAR,0.7026378896882494,0,23.0,11.644,11.644,,,12.6125,11.644,1,hawaii,1.0,0,FEMALE,5.0,5.0,5.0,,,4.0,,5.0,5.0,,,4.0,5.0,10000.0,5.0,10000.0,10000.0,1.0,10000.0,,False,GOOFY,1.0,17.0,9.6625,9.6625,,12.08,7.03,9.6625,1,hawaii,2.0,1,FEMALE,4.0,4.0,4.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,2610.0,1.0,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,0.25
sunset-beach,REEFBREAK,hawaii,2,2022,3,1,2,FEMALE,2022,RIGHT,23.0,11.644,11.644,,,12.6125,11.644,1,False,True,hawaii,1.0,0,FEMALE,5.0,5.0,5.0,,,4.0,,5.0,5.0,,,4.0,5.0,,,10000.0,5.0,10000.0,10000.0,1.0,10000.0,,False,GOOFY,1.0,0,30.0,14.19976019184653,14.34126213592233,13.31,14.68791044776119,11.84888888888889,14.19976019184653,1,hawaii,99.0,1,FEMALE,417.0,417.0,103.0,3.0,134.0,9.0,124.0,293.0,75.0,2.0,97.0,6.0,293.0,7800.0,6.0,13885.0,27770.0,2.0,7800.0,1.0,False,REGULAR,0.7026378896882494,17.0,9.6625,9.6625,,12.08,7.03,9.6625,1,hawaii,2.0,1,FEMALE,4.0,4.0,4.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,2610.0,1.0,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,0.25
sunset-beach,REEFBREAK,hawaii,2,2022,1,5,2,FEMALE,2022,RIGHT,20.0,6.467499999999999,5.043333333333333,,,5.03,6.467499999999999,1,True,False,hawaii,2.0,1,FEMALE,4.0,4.0,3.0,,,1.0,4.0,,,,,,,0.0,0.0,2610.0,,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,,0,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,1,5,2,FEMALE,2022,RIGHT,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,True,False,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,0.0,0.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,1,20.0,6.467499999999999,5.043333333333333,,,5.03,6.467499999999999,1,hawaii,2.0,1,FEMALE,4.0,4.0,3.0,,,1.0,4.0,,,,,,,2610.0,,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,7,3,2,FEMALE,2022,RIGHT,22.0,1.47,1.47,,,,1.47,0,True,False,australia,1.0,1,FEMALE,2.0,2.0,2.0,,,1.0,2.0,,,,,,,0.0,0.0,2610.0,,2610.0,2610.0,9.0,2610.0,,False,REGULAR,,1,32.0,13.74058375634518,13.426875,12.3375,13.92463414634147,13.08666666666667,13.74058375634518,0,australia,99.0,1,FEMALE,394.0,394.0,96.0,4.0,123.0,3.0,142.0,252.0,62.0,2.0,75.0,2.0,252.0,2610.0,5.0,8695.0,24780.0,9.0,2610.0,3.0,False,REGULAR,0.6395939086294417,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,7,3,2,FEMALE,2022,RIGHT,32.0,13.74058375634518,13.426875,12.3375,13.92463414634147,13.08666666666667,13.74058375634518,0,True,False,australia,99.0,1,FEMALE,394.0,394.0,96.0,4.0,123.0,3.0,142.0,252.0,62.0,2.0,75.0,2.0,252.0,0.0,0.0,2610.0,5.0,8695.0,24780.0,9.0,2610.0,3.0,False,REGULAR,0.6395939086294417,0,22.0,1.47,1.47,,,,1.47,0,australia,1.0,1,FEMALE,2.0,2.0,2.0,,,1.0,2.0,,,,,,,2610.0,,2610.0,2610.0,9.0,2610.0,,False,REGULAR,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,4,3,2,FEMALE,2022,RIGHT,20.0,6.467499999999999,5.043333333333333,,,5.03,6.467499999999999,1,True,False,hawaii,2.0,1,FEMALE,4.0,4.0,3.0,,,1.0,4.0,,,,,,,0.0,0.0,2610.0,,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,,1,34.0,13.52896174863388,12.61619047619048,12.995,14.2335172413793,12.60666666666667,13.52896174863388,0,australia,99.0,1,FEMALE,366.0,367.0,85.0,4.0,145.0,6.0,136.0,230.0,52.0,2.0,106.0,4.0,230.0,1045.0,4.0,14745.0,25155.0,5.0,,5.0,False,REGULAR,0.6284153005464481,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,4,3,2,FEMALE,2022,RIGHT,34.0,13.52896174863388,12.61619047619048,12.995,14.2335172413793,12.60666666666667,13.52896174863388,0,True,False,australia,99.0,1,FEMALE,366.0,367.0,85.0,4.0,145.0,6.0,136.0,230.0,52.0,2.0,106.0,4.0,230.0,0.0,0.0,1045.0,4.0,14745.0,25155.0,5.0,,5.0,False,REGULAR,0.6284153005464481,0,20.0,6.467499999999999,5.043333333333333,,,5.03,6.467499999999999,1,hawaii,2.0,1,FEMALE,4.0,4.0,3.0,,,1.0,4.0,,,,,,,2610.0,,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,1,4,2,FEMALE,2022,RIGHT,29.0,12.23459349593495,11.968625,,12.22638888888889,11.07833333333333,12.23459349593495,0,True,False,france,70.0,1,FEMALE,246.0,246.0,80.0,,72.0,6.0,141.0,105.0,34.0,,26.0,2.0,105.0,8.0,2.0,4745.0,5.0,9490.0,27290.0,5.0,4745.0,4.0,False,REGULAR,0.4268292682926829,0,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,1,4,2,FEMALE,2022,RIGHT,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,True,False,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,8.0,6.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,1,29.0,12.23459349593495,11.968625,,12.22638888888889,11.07833333333333,12.23459349593495,0,france,70.0,1,FEMALE,246.0,246.0,80.0,,72.0,6.0,141.0,105.0,34.0,,26.0,2.0,105.0,4745.0,5.0,9490.0,27290.0,5.0,4745.0,4.0,False,REGULAR,0.4268292682926829,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,6,3,2,FEMALE,2022,RIGHT,23.0,10.16036363636364,10.46928571428572,,10.70555555555556,7.875,10.16036363636364,0,True,False,costa-rica,21.0,1,FEMALE,55.0,55.0,28.0,,27.0,4.0,40.0,15.0,10.0,,9.0,2.0,15.0,0.0,0.0,4745.0,2.0,9965.0,13620.0,5.0,4745.0,15.0,False,REGULAR,0.2727272727272727,1,25.0,11.01193548387096,11.06692307692308,,11.34636363636364,10.75,11.01193548387096,0,australia,11.0,1,FEMALE,31.0,31.0,13.0,,11.0,2.0,18.0,13.0,6.0,,3.0,1.0,13.0,4745.0,4.0,12100.0,21590.0,5.0,4745.0,8.0,False,REGULAR,0.4193548387096774,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,6,3,2,FEMALE,2022,RIGHT,25.0,11.01193548387096,11.06692307692308,,11.34636363636364,10.75,11.01193548387096,0,True,False,australia,11.0,1,FEMALE,31.0,31.0,13.0,,11.0,2.0,18.0,13.0,6.0,,3.0,1.0,13.0,0.0,0.0,4745.0,4.0,12100.0,21590.0,5.0,4745.0,8.0,False,REGULAR,0.4193548387096774,0,23.0,10.16036363636364,10.46928571428572,,10.70555555555556,7.875,10.16036363636364,0,costa-rica,21.0,1,FEMALE,55.0,55.0,28.0,,27.0,4.0,40.0,15.0,10.0,,9.0,2.0,15.0,4745.0,2.0,9965.0,13620.0,5.0,4745.0,15.0,False,REGULAR,0.2727272727272727,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,1,6,2,FEMALE,2022,RIGHT,23.0,10.16036363636364,10.46928571428572,,10.70555555555556,7.875,10.16036363636364,0,True,False,costa-rica,21.0,1,FEMALE,55.0,55.0,28.0,,27.0,4.0,40.0,15.0,10.0,,9.0,2.0,15.0,2.0,1.0,4745.0,2.0,9965.0,13620.0,5.0,4745.0,15.0,False,REGULAR,0.2727272727272727,1,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,1,6,2,FEMALE,2022,RIGHT,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,True,False,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,2.0,1.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,0,23.0,10.16036363636364,10.46928571428572,,10.70555555555556,7.875,10.16036363636364,0,costa-rica,21.0,1,FEMALE,55.0,55.0,28.0,,27.0,4.0,40.0,15.0,10.0,,9.0,2.0,15.0,4745.0,2.0,9965.0,13620.0,5.0,4745.0,15.0,False,REGULAR,0.2727272727272727,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,6,1,2,FEMALE,2022,RIGHT,22.0,1.47,1.47,,,,1.47,0,False,True,australia,1.0,1,FEMALE,2.0,2.0,2.0,,,1.0,2.0,,,,,,,,,2610.0,,2610.0,2610.0,9.0,2610.0,,False,REGULAR,,0,34.0,13.52896174863388,12.61619047619048,12.995,14.2335172413793,12.60666666666667,13.52896174863388,0,australia,99.0,1,FEMALE,366.0,367.0,85.0,4.0,145.0,6.0,136.0,230.0,52.0,2.0,106.0,4.0,230.0,1045.0,4.0,14745.0,25155.0,5.0,,5.0,False,REGULAR,0.6284153005464481,28.0,13.44425595238095,13.16302083333333,13.574,14.01630252100841,7.933333333333333,13.44425595238095,0,australia,88.0,1,FEMALE,336.0,337.0,97.0,5.0,119.0,3.0,130.0,206.0,62.0,3.0,74.0,2.0,206.0,6085.0,6.0,14780.0,22135.0,3.0,6085.0,6.0,False,REGULAR,0.6130952380952381
sunset-beach,REEFBREAK,hawaii,2,2022,6,1,2,FEMALE,2022,RIGHT,34.0,13.52896174863388,12.61619047619048,12.995,14.2335172413793,12.60666666666667,13.52896174863388,0,False,True,australia,99.0,1,FEMALE,366.0,367.0,85.0,4.0,145.0,6.0,136.0,230.0,52.0,2.0,106.0,4.0,230.0,,,1045.0,4.0,14745.0,25155.0,5.0,,5.0,False,REGULAR,0.6284153005464481,0,22.0,1.47,1.47,,,,1.47,0,australia,1.0,1,FEMALE,2.0,2.0,2.0,,,1.0,2.0,,,,,,,2610.0,,2610.0,2610.0,9.0,2610.0,,False,REGULAR,,28.0,13.44425595238095,13.16302083333333,13.574,14.01630252100841,7.933333333333333,13.44425595238095,0,australia,88.0,1,FEMALE,336.0,337.0,97.0,5.0,119.0,3.0,130.0,206.0,62.0,3.0,74.0,2.0,206.0,6085.0,6.0,14780.0,22135.0,3.0,6085.0,6.0,False,REGULAR,0.6130952380952381
sunset-beach,REEFBREAK,hawaii,2,2022,6,1,2,FEMALE,2022,RIGHT,28.0,13.44425595238095,13.16302083333333,13.574,14.01630252100841,7.933333333333333,13.44425595238095,0,False,True,australia,88.0,1,FEMALE,336.0,337.0,97.0,5.0,119.0,3.0,130.0,206.0,62.0,3.0,74.0,2.0,206.0,,,6085.0,6.0,14780.0,22135.0,3.0,6085.0,6.0,False,REGULAR,0.6130952380952381,1,22.0,1.47,1.47,,,,1.47,0,australia,1.0,1,FEMALE,2.0,2.0,2.0,,,1.0,2.0,,,,,,,2610.0,,2610.0,2610.0,9.0,2610.0,,False,REGULAR,,34.0,13.52896174863388,12.61619047619048,12.995,14.2335172413793,12.60666666666667,13.52896174863388,0,australia,99.0,1,FEMALE,366.0,367.0,85.0,4.0,145.0,6.0,136.0,230.0,52.0,2.0,106.0,4.0,230.0,1045.0,4.0,14745.0,25155.0,5.0,,5.0,False,REGULAR,0.6284153005464481
sunset-beach,REEFBREAK,hawaii,2,2022,2,1,2,FEMALE,2022,RIGHT,28.0,10.31495495495495,10.338,,11.02875,11.056,10.31495495495495,0,False,True,australia,44.0,0,FEMALE,111.0,111.0,40.0,,48.0,5.0,91.0,20.0,10.0,,11.0,1.0,20.0,,,,1.0,11305.0,18660.0,9.0,2610.0,11.0,False,GOOFY,0.1801801801801801,0,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,26.0,12.28847161572052,11.96525,,12.42189189189189,12.236,12.28847161572052,0,brazil,62.0,0,FEMALE,229.0,230.0,80.0,,74.0,5.0,121.0,108.0,40.0,,35.0,3.0,108.0,2610.0,6.0,7355.0,14485.0,9.0,2610.0,2.0,False,GOOFY,0.4716157205240174
sunset-beach,REEFBREAK,hawaii,2,2022,2,1,2,FEMALE,2022,RIGHT,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,False,True,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,,,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823,1,28.0,10.31495495495495,10.338,,11.02875,11.056,10.31495495495495,0,australia,44.0,0,FEMALE,111.0,111.0,40.0,,48.0,5.0,91.0,20.0,10.0,,11.0,1.0,20.0,,1.0,11305.0,18660.0,9.0,2610.0,11.0,False,GOOFY,0.1801801801801801,26.0,12.28847161572052,11.96525,,12.42189189189189,12.236,12.28847161572052,0,brazil,62.0,0,FEMALE,229.0,230.0,80.0,,74.0,5.0,121.0,108.0,40.0,,35.0,3.0,108.0,2610.0,6.0,7355.0,14485.0,9.0,2610.0,2.0,False,GOOFY,0.4716157205240174
sunset-beach,REEFBREAK,hawaii,2,2022,2,1,2,FEMALE,2022,RIGHT,26.0,12.28847161572052,11.96525,,12.42189189189189,12.236,12.28847161572052,0,False,True,brazil,62.0,0,FEMALE,229.0,230.0,80.0,,74.0,5.0,121.0,108.0,40.0,,35.0,3.0,108.0,,,2610.0,6.0,7355.0,14485.0,9.0,2610.0,2.0,False,GOOFY,0.4716157205240174,0,28.0,10.31495495495495,10.338,,11.02875,11.056,10.31495495495495,0,australia,44.0,0,FEMALE,111.0,111.0,40.0,,48.0,5.0,91.0,20.0,10.0,,11.0,1.0,20.0,,1.0,11305.0,18660.0,9.0,2610.0,11.0,False,GOOFY,0.1801801801801801,29.0,12.35139705882352,12.27269230769231,12.195,12.66631578947369,9.79625,12.35139705882352,1,hawaii,84.0,1,FEMALE,272.0,278.0,79.0,4.0,97.0,8.0,162.0,110.0,32.0,1.0,40.0,4.0,110.0,4745.0,3.0,15155.0,22510.0,5.0,4745.0,10.0,False,REGULAR,0.4044117647058823
sunset-beach,REEFBREAK,hawaii,2,2022,4,4,2,FEMALE,2022,RIGHT,17.0,9.6625,9.6625,,12.08,7.03,9.6625,1,True,False,hawaii,2.0,1,FEMALE,4.0,4.0,4.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,0.0,0.0,2610.0,1.0,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,0.25,1,22.0,1.47,1.47,,,,1.47,0,australia,1.0,1,FEMALE,2.0,2.0,2.0,,,1.0,2.0,,,,,,,2610.0,,2610.0,2610.0,9.0,2610.0,,False,REGULAR,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,4,4,2,FEMALE,2022,RIGHT,22.0,1.47,1.47,,,,1.47,0,True,False,australia,1.0,1,FEMALE,2.0,2.0,2.0,,,1.0,2.0,,,,,,,0.0,0.0,2610.0,,2610.0,2610.0,9.0,2610.0,,False,REGULAR,,0,17.0,9.6625,9.6625,,12.08,7.03,9.6625,1,hawaii,2.0,1,FEMALE,4.0,4.0,4.0,,2.0,1.0,3.0,1.0,1.0,,,,1.0,2610.0,1.0,5220.0,5220.0,9.0,2610.0,20.0,False,REGULAR,0.25,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,3,3,2,FEMALE,2022,RIGHT,18.0,3.266666666666667,3.266666666666667,,,2.2,3.266666666666667,0,True,False,brazil,1.0,1,FEMALE,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,0.0,0.0,2610.0,1.0,2610.0,2610.0,9.0,2610.0,,False,REGULAR,0.3333333333333333,1,26.0,12.28847161572052,11.96525,,12.42189189189189,12.236,12.28847161572052,0,brazil,62.0,0,FEMALE,229.0,230.0,80.0,,74.0,5.0,121.0,108.0,40.0,,35.0,3.0,108.0,2610.0,6.0,7355.0,14485.0,9.0,2610.0,2.0,False,GOOFY,0.4716157205240174,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,3,3,2,FEMALE,2022,RIGHT,26.0,12.28847161572052,11.96525,,12.42189189189189,12.236,12.28847161572052,0,True,False,brazil,62.0,0,FEMALE,229.0,230.0,80.0,,74.0,5.0,121.0,108.0,40.0,,35.0,3.0,108.0,0.0,0.0,2610.0,6.0,7355.0,14485.0,9.0,2610.0,2.0,False,GOOFY,0.4716157205240174,0,18.0,3.266666666666667,3.266666666666667,,,2.2,3.266666666666667,0,brazil,1.0,1,FEMALE,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,2610.0,1.0,2610.0,2610.0,9.0,2610.0,,False,REGULAR,0.3333333333333333,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
sunset-beach,REEFBREAK,hawaii,2,2022,1,2,2,FEMALE,2022,RIGHT,18.0,3.266666666666667,3.266666666666667,,,2.2,3.266666666666667,0,False,True,brazil,1.0,1,FEMALE,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,2610.0,1.0,2610.0,2610.0,9.0,2610.0,,False,REGULAR,0.3333333333333333,1,34.0,13.52896174863388,12.61619047619048,12.995,14.2335172413793,12.60666666666667,13.52896174863388,0,australia,99.0,1,FEMALE,366.0,367.0,85.0,4.0,145.0,6.0,136.0,230.0,52.0,2.0,106.0,4.0,230.0,1045.0,4.0,14745.0,25155.0,5.0,,5.0,False,REGULAR,0.6284153005464481,23.0,11.644,11.644,,,12.6125,11.644,1,hawaii,1.0,0,FEMALE,5.0,5.0,5.0,,,4.0,,5.0,5.0,,,4.0,5.0,10000.0,5.0,10000.0,10000.0,1.0,10000.0,,False,GOOFY,1.0
sunset-beach,REEFBREAK,hawaii,2,2022,1,2,2,FEMALE,2022,RIGHT,23.0,11.644,11.644,,,12.6125,11.644,1,False,True,hawaii,1.0,0,FEMALE,5.0,5.0,5.0,,,4.0,,5.0,5.0,,,4.0,5.0,,,10000.0,5.0,10000.0,10000.0,1.0,10000.0,,False,GOOFY,1.0,0,34.0,13.52896174863388,12.61619047619048,12.995,14.2335172413793,12.60666666666667,13.52896174863388,0,australia,99.0,1,FEMALE,366.0,367.0,85.0,4.0,145.0,6.0,136.0,230.0,52.0,2.0,106.0,4.0,230.0,1045.0,4.0,14745.0,25155.0,5.0,,5.0,False,REGULAR,0.6284153005464481,18.0,3.266666666666667,3.266666666666667,,,2.2,3.266666666666667,0,brazil,1.0,1,FEMALE,3.0,3.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,2610.0,1.0,2610.0,2610.0,9.0,2610.0,,False,REGULAR,0.3333333333333333